ano;regiao;pop_faixas;em;acesso_esgoto;pbf;desocupados;informalidade;municipio_rural
2018;Sudeste;25.000-49.999;55,56;85,21;29,78;66,50;42,65;Urbano
2018;Sudeste;5.000-9.999;58,82;71,47;56,09;78,46;42,86;Urbano
2018;Sudeste;5.000-9.999;41,51;27,58;84,89;82,87;19,35;Rural
2018;Sudeste;10.000-24.999;44,83;71,76;50,59;74,23;52,00;Urbano
2018;Sudeste;Até 4.999;61,11;20,95;74,32;88,89;28,57;Rural
2018;Sudeste;10.000-24.999;53,01;53,75;59,56;63,99;61,95;Urbano
2018;Sudeste;10.000-24.999;41,94;89,23;41,23;74,36;23,33;Urbano
2018;Sudeste;50.000-99.999;18,68;96,08;33,72;89,12;2,56;Urbano
2018;Sudeste;5.000-9.999;45,45;86,36;45,45;87,50;0,00;Urbano
2018;Sudeste;A partir de 100.000;47,51;89,11;32,51;62,85;66,95;Urbano
2018;Sudeste;10.000-24.999;49,21;81,14;70,73;73,11;59,65;Urbano
2018;Sudeste;A partir de 100.000;54,37;91,53;54,56;64,57;69,19;Urbano
2018;Sudeste;25.000-49.999;50,18;17,80;73,79;74,78;38,80;Rural
2018;Sudeste;25.000-49.999;61,11;79,14;48,07;70,00;55,56;Urbano
2018;Sudeste;A partir de 100.000;53,06;91,40;44,77;76,06;58,14;Urbano
2018;Sudeste;5.000-9.999;56,52;59,57;70,57;91,12;65,00;Urbano
2018;Sudeste;5.000-9.999;30,00;46,15;6,15;61,36;35,29;Urbano
2018;Sudeste;10.000-24.999;65,38;57,01;27,57;74,67;36,84;Rural
2018;Sudeste;10.000-24.999;72,22;92,86;51,19;73,08;59,18;Urbano
2018;Sudeste;50.000-99.999;48,45;72,92;56,67;74,76;63,82;Urbano
2018;Sudeste;10.000-24.999;39,13;96,97;55,41;75,58;42,86;Urbano
2018;Sudeste;25.000-49.999;51,43;71,70;46,27;71,09;60,36;Urbano
2018;Sudeste;Até 4.999;50,00;18,32;51,15;32,76;87,80;Rural
2018;Sudeste;5.000-9.999;64,29;90,74;44,44;86,36;66,67;Urbano
2018;Sudeste;10.000-24.999;53,26;54,32;60,83;75,71;31,33;Rural
2018;Sudeste;Até 4.999;73,08;85,71;63,05;85,88;75,00;Urbano
2018;Sudeste;A partir de 100.000;45,59;75,98;29,09;67,75;50,94;Urbano
2018;Sudeste;5.000-9.999;48,28;0,74;71,11;88,03;66,67;Urbano
2018;Sudeste;5.000-9.999;40,74;22,11;50,25;86,30;40,00;Rural
2018;Sudeste;25.000-49.999;59,09;81,96;46,64;64,89;54,55;Urbano
2018;Sudeste;10.000-24.999;72,22;70,62;35,31;81,97;42,86;Urbano
2018;Sudeste;10.000-24.999;54,72;39,70;52,62;69,52;28,00;Rural
2018;Sudeste;50.000-99.999;52,68;18,36;54,40;74,87;62,34;Urbano
2018;Sudeste;10.000-24.999;52,86;71,23;65,66;65,85;56,12;Urbano
2018;Sudeste;25.000-49.999;59,75;1,32;66,01;75,61;48,24;Rural
2018;Sudeste;50.000-99.999;42,86;91,83;42,00;62,24;34,41;Urbano
2018;Sudeste;10.000-24.999;57,45;23,54;59,71;81,88;64,29;Urbano
2018;Sudeste;10.000-24.999;42,86;38,04;69,57;78,62;39,39;Rural
2018;Sudeste;50.000-99.999;51,50;91,60;29,99;71,50;42,98;Urbano
2018;Sudeste;5.000-9.999;58,33;1,72;80,30;96,45;0,00;Urbano
2018;Sudeste;10.000-24.999;63,53;32,73;67,27;96,08;15,38;Rural
2018;Sudeste;50.000-99.999;38,36;93,18;43,64;61,50;64,26;Urbano
2018;Sudeste;A partir de 100.000;52,00;94,65;39,56;63,44;63,26;Urbano
2018;Sudeste;25.000-49.999;51,19;79,83;50,48;77,84;67,53;Urbano
2018;Sudeste;5.000-9.999;55,81;33,82;68,53;88,65;25,00;Rural
2018;Sudeste;10.000-24.999;51,43;93,30;36,03;74,44;26,47;Urbano
2018;Sudeste;5.000-9.999;50,00;69,01;43,19;52,58;52,08;Rural
2018;Sudeste;5.000-9.999;50,00;50,93;58,80;91,46;50,00;Rural
2018;Sudeste;10.000-24.999;37,93;91,31;49,90;69,47;57,89;Urbano
2018;Sudeste;A partir de 100.000;52,00;88,92;56,21;68,87;64,08;Urbano
2018;Sudeste;10.000-24.999;60,00;11,90;66,47;72,86;16,36;Rural
2018;Sudeste;25.000-49.999;42,31;61,76;55,23;74,56;86,21;Urbano
2018;Sudeste;10.000-24.999;58,06;82,69;44,18;77,05;25,93;Urbano
2018;Sudeste;10.000-24.999;55,05;38,45;65,23;77,49;41,18;Rural
2018;Sudeste;5.000-9.999;50,00;16,22;63,06;82,61;27,27;Urbano
2018;Sudeste;10.000-24.999;58,82;76,33;53,25;88,52;100,00;Urbano
2018;Sudeste;A partir de 100.000;50,21;97,66;50,04;73,73;51,48;Urbano
2018;Sudeste;5.000-9.999;20,00;97,99;62,42;88,52;71,43;Urbano
2018;Sudeste;A partir de 100.000;54,31;86,13;38,97;74,24;58,65;Urbano
2018;Sudeste;10.000-24.999;57,14;82,24;50,47;70,16;56,76;Urbano
2018;Sudeste;50.000-99.999;45,00;80,98;36,25;74,36;51,19;Urbano
2018;Sudeste;10.000-24.999;50,00;14,72;58,40;83,83;87,50;Urbano
2018;Sudeste;10.000-24.999;83,33;60,00;29,41;70,97;40,00;Urbano
2018;Sudeste;10.000-24.999;37,84;28,57;78,33;94,78;30,77;Rural
2018;Sudeste;50.000-99.999;48,77;86,12;44,09;75,31;61,65;Urbano
2018;Sudeste;25.000-49.999;57,84;58,06;52,12;71,21;72,54;Urbano
2018;Sudeste;10.000-24.999;57,89;60,24;65,68;78,15;71,77;Urbano
2018;Sudeste;10.000-24.999;30,77;84,31;43,79;79,31;33,33;Urbano
2018;Sudeste;10.000-24.999;61,11;100,00;28,40;76,27;78,57;Urbano
2018;Sudeste;10.000-24.999;46,88;76,31;58,19;65,00;59,52;Urbano
2018;Sudeste;10.000-24.999;57,30;33,88;67,77;91,30;50,00;Urbano
2018;Sudeste;10.000-24.999;64,00;77,82;37,82;74,29;42,31;Urbano
2018;Sudeste;50.000-99.999;55,37;90,25;42,37;67,92;51,87;Urbano
2018;Sudeste;10.000-24.999;54,88;40,53;77,00;90,16;58,33;Rural
2018;Sudeste;5.000-9.999;71,43;18,42;74,21;81,82;14,29;Rural
2018;Sudeste;A partir de 100.000;44,17;96,47;25,75;63,79;56,16;Urbano
2018;Sudeste;25.000-49.999;56,19;92,82;58,83;80,21;38,58;Urbano
2018;Sudeste;10.000-24.999;22,22;24,82;61,31;71,93;68,75;Urbano
2018;Sudeste;25.000-49.999;50,00;80,61;34,55;63,33;69,57;Urbano
2018;Sudeste;25.000-49.999;56,12;8,85;80,70;73,35;57,63;Rural
2018;Sudeste;50.000-99.999;57,17;8,96;53,96;71,39;61,43;Urbano
2018;Sudeste;50.000-99.999;60,43;9,45;72,03;86,23;71,98;Urbano
2018;Sudeste;10.000-24.999;50,00;53,54;63,89;73,94;34,48;Rural
2018;Sudeste;5.000-9.999;37,50;1,05;77,70;86,78;68,75;Urbano
2018;Sudeste;10.000-24.999;50,62;48,51;65,48;82,96;71,01;Urbano
2018;Sudeste;10.000-24.999;53,62;24,56;77,02;84,03;76,92;Urbano
2018;Sudeste;50.000-99.999;56,46;95,35;49,43;80,48;53,50;Urbano
2018;Sudeste;25.000-49.999;58,91;80,93;56,48;69,57;55,41;Urbano
2018;Sudeste;10.000-24.999;50,98;46,35;70,03;87,01;70,00;Urbano
2018;Sudeste;25.000-49.999;72,00;36,16;53,14;73,50;60,61;Urbano
2018;Sudeste;A partir de 100.000;45,90;96,22;40,62;66,89;52,02;Urbano
2018;Sudeste;10.000-24.999;51,43;6,68;72,75;95,44;64,29;Rural
2018;Sudeste;10.000-24.999;53,85;82,10;33,81;77,40;36,11;Rural
2018;Sudeste;10.000-24.999;37,04;81,87;52,63;73,98;41,18;Urbano
2018;Sudeste;50.000-99.999;37,50;56,51;53,19;60,58;67,92;Urbano
2018;Sudeste;10.000-24.999;55,56;51,41;68,59;75,51;25,42;Urbano
2018;Sudeste;A partir de 100.000;45,59;44,14;35,78;76,45;46,27;Urbano
2018;Sudeste;50.000-99.999;53,78;93,65;39,25;70,34;58,55;Urbano
2018;Sudeste;10.000-24.999;53,85;87,76;39,00;74,43;64,44;Urbano
2018;Sudeste;25.000-49.999;40,24;87,66;42,96;72,49;44,59;Urbano
2018;Sudeste;10.000-24.999;51,28;28,61;65,56;67,98;57,65;Urbano
2018;Sudeste;10.000-24.999;51,79;2,27;67,60;79,85;58,62;Urbano
2018;Sudeste;50.000-99.999;38,96;82,72;41,68;67,01;38,13;Urbano
2018;Sudeste;10.000-24.999;37,37;83,86;63,20;85,16;46,00;Urbano
2018;Sudeste;25.000-49.999;38,83;77,90;46,68;77,62;54,25;Urbano
2018;Sudeste;10.000-24.999;52,38;95,15;43,69;65,38;48,28;Urbano
2018;Sudeste;50.000-99.999;48,49;77,08;61,17;89,80;27,68;Urbano
2018;Sudeste;Até 4.999;69,57;54,19;69,46;96,74;0,00;Urbano
2018;Sudeste;5.000-9.999;50,00;70,02;77,15;86,26;72,41;Urbano
2018;Sudeste;Até 4.999;50,00;39,58;58,33;83,33;61,54;Rural
2018;Sudeste;25.000-49.999;36,84;32,00;50,15;83,59;14,29;Urbano
2018;Sudeste;5.000-9.999;42,86;1,61;60,69;70,35;54,90;Rural
2018;Sudeste;10.000-24.999;40,48;65,02;65,27;74,20;31,25;Urbano
2018;Sudeste;25.000-49.999;46,15;74,58;47,12;81,42;45,45;Urbano
2018;Sudeste;10.000-24.999;55,75;70,00;49,78;80,00;61,90;Urbano
2018;Sudeste;Até 4.999;53,85;80,58;60,19;83,33;83,33;Urbano
2018;Sudeste;5.000-9.999;38,71;59,24;61,00;69,06;51,16;Rural
2018;Sudeste;10.000-24.999;39,02;87,60;43,54;63,69;54,39;Urbano
2018;Sudeste;10.000-24.999;59,74;4,84;68,62;76,38;62,50;Rural
2018;Sudeste;10.000-24.999;50,00;65,41;42,47;71,05;48,48;Urbano
2018;Sudeste;25.000-49.999;60,32;80,97;41,30;61,97;59,26;Urbano
2018;Sudeste;A partir de 100.000;53,65;86,50;41,90;72,33;57,35;Urbano
2018;Sudeste;5.000-9.999;27,78;8,29;32,04;59,70;61,54;Urbano
2018;Sudeste;A partir de 100.000;54,65;95,00;37,91;69,93;54,90;Urbano
2018;Sudeste;25.000-49.999;46,88;47,45;58,71;76,17;48,21;Rural
2018;Sudeste;25.000-49.999;48,69;90,24;50,36;74,53;74,52;Urbano
2018;Sudeste;5.000-9.999;40,00;87,70;58,20;93,62;0,00;Urbano
2018;Sudeste;Até 4.999;25,00;68,52;55,56;87,18;20,00;Urbano
2018;Sudeste;10.000-24.999;59,65;1,60;70,02;78,46;40,48;Rural
2018;Sudeste;A partir de 100.000;44,94;77,49;36,27;68,87;43,21;Urbano
2018;Sudeste;10.000-24.999;80,65;98,47;45,21;73,58;55,17;Urbano
2018;Sudeste;5.000-9.999;58,14;13,04;72,91;87,69;50,00;Rural
2018;Sudeste;A partir de 100.000;52,86;93,58;28,88;50,18;70,42;Urbano
2018;Sudeste;25.000-49.999;62,92;14,05;71,91;78,72;54,12;Rural
2018;Sudeste;10.000-24.999;54,76;38,78;68,88;82,94;39,29;Rural
2018;Sudeste;25.000-49.999;57,69;90,00;36,32;72,70;48,72;Urbano
2018;Sudeste;25.000-49.999;42,86;79,15;44,01;77,78;50,00;Urbano
2018;Sudeste;50.000-99.999;51,38;63,86;43,23;80,90;62,24;Urbano
2018;Sudeste;5.000-9.999;70,59;21,71;74,62;95,83;20,00;Rural
2018;Sudeste;10.000-24.999;48,00;58,57;72,48;81,82;70,51;Urbano
2018;Sudeste;5.000-9.999;57,14;94,39;33,64;90,24;60,00;Urbano
2018;Sudeste;5.000-9.999;55,88;59,14;64,78;82,71;47,83;Urbano
2018;Sudeste;10.000-24.999;50,98;50,00;56,05;70,44;60,42;Urbano
2018;Sudeste;50.000-99.999;51,34;73,49;35,48;71,70;47,44;Urbano
2018;Sudeste;50.000-99.999;48,74;93,67;33,14;66,01;43,27;Urbano
2018;Sudeste;A partir de 100.000;46,02;93,60;40,98;78,32;50,83;Urbano
2018;Sudeste;A partir de 100.000;50,69;93,95;26,84;61,69;48,41;Urbano
2018;Sudeste;50.000-99.999;49,71;83,99;41,51;60,90;55,67;Urbano
2018;Sudeste;5.000-9.999;39,47;50,17;55,48;85,22;60,00;Rural
2018;Sudeste;5.000-9.999;44,44;66,90;76,31;83,61;80,00;Urbano
2018;Sudeste;5.000-9.999;51,11;22,17;82,45;76,72;15,56;Rural
2018;Sudeste;50.000-99.999;51,43;61,87;42,40;71,71;67,44;Urbano
2018;Sudeste;10.000-24.999;15,38;80,60;55,22;77,27;60,00;Urbano
2018;Sudeste;10.000-24.999;58,33;81,01;49,16;76,56;80,00;Urbano
2018;Sudeste;10.000-24.999;41,18;92,90;30,05;69,08;42,55;Urbano
2018;Sudeste;5.000-9.999;62,50;76,19;40,82;90,48;66,67;Urbano
2018;Sudeste;Até 4.999;55,00;81,76;44,59;65,57;23,81;Urbano
2018;Sudeste;Até 4.999;64,29;83,18;62,62;78,05;55,56;Urbano
2018;Sudeste;10.000-24.999;67,27;27,52;63,24;78,77;35,90;Rural
2018;Sudeste;50.000-99.999;51,44;13,34;56,76;81,55;33,44;Urbano
2018;Sudeste;10.000-24.999;59,38;86,76;35,29;80,00;36,36;Urbano
2018;Sudeste;25.000-49.999;43,18;86,60;58,76;72,16;67,35;Urbano
2018;Sudeste;25.000-49.999;13,85;96,91;42,73;69,43;38,57;Urbano
2018;Sudeste;10.000-24.999;40,00;64,26;38,40;66,67;48,39;Rural
2018;Sudeste;5.000-9.999;60,87;67,56;74,05;75,44;71,43;Urbano
2018;Sudeste;25.000-49.999;49,28;78,49;51,34;62,36;67,31;Urbano
2018;Sudeste;50.000-99.999;43,71;92,07;42,44;75,02;42,12;Urbano
2018;Sudeste;25.000-49.999;65,24;14,65;54,09;74,85;58,01;Rural
2018;Sudeste;10.000-24.999;51,47;38,73;89,14;99,09;50,00;Rural
2018;Sudeste;A partir de 100.000;45,69;88,85;45,67;73,48;51,56;Urbano
2018;Sudeste;25.000-49.999;39,02;80,13;35,64;58,19;64,00;Urbano
2018;Sudeste;5.000-9.999;52,94;98,73;41,40;68,75;60,00;Urbano
2018;Sudeste;Até 4.999;51,52;22,52;45,05;73,56;39,13;Rural
2018;Sudeste;10.000-24.999;42,31;71,93;46,27;87,43;38,10;Urbano
2018;Sudeste;10.000-24.999;42,86;52,29;37,25;77,78;44,44;Urbano
2018;Sudeste;10.000-24.999;42,17;66,31;56,06;83,57;46,81;Urbano
2018;Sudeste;10.000-24.999;52,63;26,53;12,24;59,72;64,29;Urbano
2018;Sudeste;5.000-9.999;57,14;2,02;70,03;74,15;81,58;Rural
2018;Sudeste;A partir de 100.000;53,83;79,63;53,93;73,58;63,29;Urbano
2018;Sudeste;10.000-24.999;50,00;88,37;36,05;60,00;50,00;Urbano
2018;Sudeste;10.000-24.999;45,24;47,68;40,59;68,48;55,77;Urbano
2018;Sudeste;25.000-49.999;55,65;11,57;64,76;80,46;36,07;Rural
2018;Sudeste;10.000-24.999;56,10;47,98;60,12;87,07;66,67;Urbano
2018;Sudeste;10.000-24.999;45,95;89,24;45,89;83,87;76,00;Urbano
2018;Sudeste;A partir de 100.000;46,58;80,75;47,52;71,00;66,36;Urbano
2018;Sudeste;10.000-24.999;60,94;60,53;48,74;69,92;62,82;Urbano
2018;Sudeste;5.000-9.999;60,42;52,13;60,37;93,55;40,00;Urbano
2018;Sudeste;25.000-49.999;60,76;86,92;60,88;88,59;23,68;Urbano
2018;Sudeste;A partir de 100.000;49,53;80,05;58,16;84,15;28,33;Urbano
2018;Sudeste;10.000-24.999;42,03;21,23;67,92;72,22;17,39;Rural
2018;Sudeste;Até 4.999;63,64;66,83;76,10;83,33;85,71;Urbano
2018;Sudeste;10.000-24.999;52,78;64,77;74,95;81,97;54,55;Urbano
2018;Sudeste;5.000-9.999;56,52;32,51;60,10;76,54;65,00;Rural
2018;Sudeste;5.000-9.999;54,05;37,54;63,96;73,08;37,14;Rural
2018;Sudeste;25.000-49.999;54,11;74,08;46,38;72,65;59,15;Urbano
2018;Sudeste;5.000-9.999;52,38;70,00;39,50;67,53;32,00;Urbano
2018;Sudeste;5.000-9.999;58,82;67,07;48,50;75,76;50,00;Urbano
2018;Sudeste;10.000-24.999;34,88;84,27;42,25;50,00;58,16;Urbano
2018;Sudeste;Até 4.999;29,41;87,12;44,70;89,09;50,00;Urbano
2018;Sudeste;Até 4.999;39,29;27,50;67,92;74,49;52,00;Rural
2018;Sudeste;25.000-49.999;40,48;87,11;32,22;59,51;66,67;Urbano
2018;Sudeste;25.000-49.999;45,18;80,02;46,25;81,22;62,65;Urbano
2018;Sudeste;10.000-24.999;62,26;67,47;38,68;72,41;58,00;Urbano
2018;Sudeste;50.000-99.999;58,18;26,78;68,75;85,10;54,50;Urbano
2018;Sudeste;Até 4.999;75,00;65,77;63,06;88,89;80,00;Rural
2018;Sudeste;Até 4.999;80,00;65,38;62,50;79,07;44,44;Urbano
2018;Sudeste;10.000-24.999;31,58;85,25;21,86;62,69;43,48;Urbano
2018;Sudeste;25.000-49.999;52,24;88,27;36,11;47,92;41,45;Urbano
2018;Sudeste;50.000-99.999;49,86;79,68;39,03;70,78;59,22;Urbano
2018;Sudeste;10.000-24.999;60,22;29,35;48,70;62,84;65,14;Rural
2018;Sudeste;25.000-49.999;40,23;94,25;48,83;71,95;44,93;Urbano
2018;Sudeste;25.000-49.999;32,26;30,97;69,32;76,92;69,70;Urbano
2018;Sudeste;25.000-49.999;38,89;91,67;50,49;83,91;28,57;Rural
2018;Sudeste;Até 4.999;53,85;66,67;74,40;85,92;70,00;Urbano
2018;Sudeste;Até 4.999;57,14;57,29;66,15;79,22;64,29;Urbano
2018;Sudeste;5.000-9.999;58,06;24,89;72,10;85,87;61,11;Rural
2018;Sudeste;Até 4.999;12,50;40,26;57,14;62,79;18,75;Rural
2018;Sudeste;5.000-9.999;44,44;35,88;80,00;78,47;18,75;Urbano
2018;Sudeste;10.000-24.999;32,35;64,58;22,14;60,95;60,00;Urbano
2018;Sudeste;25.000-49.999;41,67;89,66;46,98;71,88;70,37;Urbano
2018;Sudeste;5.000-9.999;35,71;67,31;46,54;75,93;77,78;Urbano
2018;Sudeste;10.000-24.999;34,48;43,87;61,71;75,93;42,31;Urbano
2018;Sudeste;5.000-9.999;55,00;85,89;58,90;89,47;50,00;Urbano
2018;Sudeste;10.000-24.999;56,52;36,56;59,18;74,30;49,28;Urbano
2018;Sudeste;A partir de 100.000;53,12;90,74;43,54;71,55;60,54;Urbano
2018;Sudeste;25.000-49.999;58,28;17,27;57,89;75,68;64,89;Urbano
2018;Sudeste;Até 4.999;42,86;21,15;69,23;77,27;60,00;Rural
2018;Sudeste;10.000-24.999;33,33;64,16;57,87;74,55;84,31;Rural
2018;Sudeste;10.000-24.999;41,18;76,92;48,72;80,45;46,15;Urbano
2018;Sudeste;A partir de 100.000;45,95;73,27;53,63;76,73;62,06;Urbano
2018;Sudeste;50.000-99.999;51,26;89,66;45,56;76,21;54,79;Urbano
2018;Sudeste;5.000-9.999;33,33;86,67;43,33;80,95;50,00;Urbano
2018;Sudeste;10.000-24.999;53,06;86,21;45,06;71,02;61,54;Urbano
2018;Sudeste;50.000-99.999;42,04;93,10;31,19;77,01;42,41;Urbano
2018;Sudeste;25.000-49.999;58,57;70,22;49,52;68,22;70,13;Urbano
2018;Sudeste;50.000-99.999;54,55;88,91;41,22;69,70;46,13;Urbano
2018;Sudeste;5.000-9.999;57,58;34,55;71,54;91,18;22,22;Urbano
2018;Sudeste;10.000-24.999;55,70;58,12;46,80;75,63;65,22;Urbano
2018;Sudeste;A partir de 100.000;52,41;95,41;30,94;67,79;50,19;Urbano
2018;Sudeste;10.000-24.999;45,00;18,66;55,31;75,00;38,30;Rural
2018;Sudeste;A partir de 100.000;43,77;97,38;41,23;62,10;59,60;Urbano
2018;Sudeste;A partir de 100.000;42,44;88,04;32,70;61,97;50,50;Urbano
2018;Sudeste;50.000-99.999;53,62;68,08;49,57;67,74;54,63;Urbano
2018;Sudeste;A partir de 100.000;45,57;94,73;32,62;69,12;39,14;Urbano
2018;Sudeste;10.000-24.999;56,44;7,43;77,59;75,28;92,13;Rural
2018;Sudeste;5.000-9.999;61,22;17,62;61,56;86,05;30,77;Rural
2018;Sudeste;50.000-99.999;33,69;87,12;36,42;76,48;57,48;Urbano
2018;Sudeste;Até 4.999;50,00;82,76;77,24;90,48;83,33;Urbano
2018;Sudeste;25.000-49.999;41,56;92,87;39,90;62,27;48,39;Urbano
2018;Sudeste;25.000-49.999;33,85;41,70;68,10;57,00;38,28;Rural
2018;Sudeste;5.000-9.999;23,53;29,14;51,08;74,77;67,86;Rural
2018;Sudeste;10.000-24.999;35,42;47,94;73,17;56,50;38,96;Rural
2018;Sudeste;25.000-49.999;36,36;28,13;60,38;74,12;67,69;Urbano
2018;Sudeste;50.000-99.999;42,89;70,78;44,12;69,98;49,82;Urbano
2018;Sudeste;10.000-24.999;20,00;69,97;41,91;73,45;48,39;Urbano
2018;Sudeste;25.000-49.999;38,79;81,49;48,36;70,09;61,66;Urbano
2018;Sudeste;25.000-49.999;38,85;53,20;50,89;65,90;59,82;Urbano
2018;Sudeste;10.000-24.999;44,44;58,40;62,70;71,79;48,21;Urbano
2018;Sudeste;10.000-24.999;39,13;93,72;43,95;73,96;57,69;Urbano
2018;Sudeste;A partir de 100.000;40,35;86,01;43,43;69,59;55,25;Urbano
2018;Sudeste;A partir de 100.000;40,48;67,95;56,87;74,40;67,38;Urbano
2018;Sudeste;25.000-49.999;46,67;66,55;45,41;67,76;46,48;Urbano
2018;Sudeste;A partir de 100.000;49,10;87,98;32,87;62,80;52,14;Urbano
2018;Sudeste;25.000-49.999;44,74;18,46;52,30;76,59;64,89;Urbano
2018;Sudeste;10.000-24.999;56,82;40,88;56,02;73,20;75,00;Urbano
2018;Sudeste;10.000-24.999;66,67;55,56;50,00;87,50;100,00;Urbano
2018;Sudeste;A partir de 100.000;37,35;47,26;52,10;63,62;70,33;Urbano
2018;Sudeste;25.000-49.999;31,43;55,37;55,87;66,82;32,89;Rural
2018;Sudeste;10.000-24.999;48,57;89,72;36,14;75,40;54,84;Urbano
2018;Sudeste;10.000-24.999;41,67;56,48;36,11;60,00;41,18;Rural
2018;Sudeste;10.000-24.999;32,69;24,06;67,32;66,35;51,43;Rural
2018;Sudeste;10.000-24.999;54,55;25,42;58,66;82,95;50,00;Rural
2018;Sudeste;25.000-49.999;31,00;24,06;55,15;67,58;84,62;Urbano
2018;Sudeste;25.000-49.999;41,03;53,37;49,66;65,77;44,57;Rural
2018;Sudeste;25.000-49.999;34,04;46,46;58,78;70,45;57,02;Urbano
2018;Sudeste;10.000-24.999;54,55;90,32;28,15;73,05;28,95;Urbano
2018;Sudeste;A partir de 100.000;40,28;62,48;48,01;65,05;63,06;Urbano
2018;Sudeste;10.000-24.999;44,90;69,25;57,23;72,49;26,67;Urbano
2018;Sudeste;25.000-49.999;44,09;39,36;58,84;75,19;77,06;Urbano
2018;Sudeste;10.000-24.999;35,48;56,49;56,26;75,35;65,88;Urbano
2018;Sudeste;10.000-24.999;47,62;40,07;49,83;57,87;45,65;Rural
2018;Sudeste;25.000-49.999;48,10;52,73;47,17;69,17;47,24;Urbano
2018;Sudeste;10.000-24.999;59,38;31,25;65,22;76,52;41,67;Rural
2018;Sudeste;10.000-24.999;47,76;65,08;59,19;75,97;53,52;Urbano
2018;Sudeste;10.000-24.999;47,13;79,08;63,38;71,10;61,96;Urbano
2018;Sudeste;10.000-24.999;41,67;61,84;44,90;68,75;71,64;Urbano
2018;Sudeste;5.000-9.999;48,65;8,22;60,20;82,44;39,13;Urbano
2018;Sudeste;10.000-24.999;34,88;40,20;50,00;59,59;58,23;Rural
2018;Sudeste;10.000-24.999;38,10;62,57;45,99;67,50;51,85;Rural
2018;Sudeste;10.000-24.999;41,03;0,53;56,99;68,21;86,27;Rural
2018;Sudeste;25.000-49.999;37,70;70,71;46,60;61,25;60,22;Urbano
2018;Sudeste;A partir de 100.000;42,21;54,92;46,52;72,32;51,55;Urbano
2018;Sudeste;10.000-24.999;38,24;47,37;34,82;73,53;40,74;Rural
2018;Sudeste;A partir de 100.000;45,04;83,67;53,27;70,67;64,75;Urbano
2018;Sudeste;25.000-49.999;35,53;58,27;44,49;67,71;48,57;Urbano
2018;Sudeste;10.000-24.999;45,24;10,36;36,13;72,44;52,78;Rural
2018;Sudeste;10.000-24.999;44,64;51,57;32,41;54,26;40,20;Urbano
2018;Sudeste;50.000-99.999;41,43;72,52;54,42;75,92;56,92;Urbano
2018;Sudeste;10.000-24.999;58,06;26,99;52,84;64,96;31,48;Rural
2018;Sudeste;A partir de 100.000;41,14;81,90;40,43;69,78;60,36;Urbano
2018;Sudeste;A partir de 100.000;40,75;42,22;57,94;75,03;74,56;Urbano
2018;Sudeste;A partir de 100.000;38,82;9,92;71,05;77,98;83,02;Urbano
2018;Sudeste;10.000-24.999;38,10;57,23;78,61;65,15;82,61;Urbano
2018;Sudeste;50.000-99.999;40,83;81,67;56,33;81,16;59,68;Urbano
2018;Sudeste;A partir de 100.000;37,55;82,95;57,17;80,57;70,00;Urbano
2018;Sudeste;25.000-49.999;28,00;53,55;36,61;78,57;71,43;Urbano
2018;Sudeste;25.000-49.999;55,77;84,70;51,98;73,03;60,00;Urbano
2018;Sudeste;A partir de 100.000;36,52;62,11;57,68;72,72;74,97;Urbano
2018;Sudeste;50.000-99.999;43,12;31,97;71,01;77,46;79,36;Urbano
2018;Sudeste;10.000-24.999;75,00;50,57;65,34;79,37;69,23;Urbano
2018;Sudeste;5.000-9.999;64,29;97,52;37,19;84,78;0,00;Urbano
2018;Sudeste;A partir de 100.000;35,57;46,89;71,07;82,79;80,35;Urbano
2018;Sudeste;10.000-24.999;42,86;34,51;59,15;88,33;50,00;Urbano
2018;Sudeste;10.000-24.999;80,95;80,37;72,15;78,65;76,19;Urbano
2018;Sudeste;25.000-49.999;50,00;43,31;64,33;85,96;81,25;Urbano
2018;Sudeste;10.000-24.999;42,11;47,23;73,06;81,31;88,00;Urbano
2018;Sudeste;10.000-24.999;23,81;90,06;67,08;78,79;53,85;Urbano
2018;Sudeste;A partir de 100.000;41,76;84,05;65,69;74,44;79,37;Urbano
2018;Sudeste;10.000-24.999;80,00;54,97;60,93;93,65;75,00;Urbano
2018;Sudeste;50.000-99.999;43,73;41,34;70,01;85,08;79,87;Urbano
2018;Sudeste;A partir de 100.000;41,34;36,25;74,70;80,31;84,37;Urbano
2018;Sudeste;A partir de 100.000;44,49;87,98;71,07;82,29;78,63;Urbano
2018;Sudeste;10.000-24.999;47,06;73,85;63,08;85,19;75,00;Urbano
2018;Sudeste;10.000-24.999;50,00;77,06;56,42;70,45;46,15;Urbano
2018;Sudeste;A partir de 100.000;46,83;89,02;42,52;70,26;68,92;Urbano
2018;Sudeste;25.000-49.999;43,24;73,57;57,50;84,91;43,75;Urbano
2018;Sudeste;5.000-9.999;54,55;89,36;62,77;90,00;100,00;Urbano
2018;Sudeste;A partir de 100.000;38,84;62,21;62,09;73,37;65,01;Urbano
2018;Sudeste;A partir de 100.000;43,65;47,30;65,02;73,84;84,64;Urbano
2018;Sudeste;25.000-49.999;36,11;11,98;54,87;78,99;66,67;Urbano
2018;Sudeste;A partir de 100.000;41,91;10,98;45,40;65,92;70,82;Urbano
2018;Sudeste;25.000-49.999;52,51;91,55;65,96;82,97;72,65;Urbano
2018;Sudeste;A partir de 100.000;33,58;70,22;49,93;70,91;65,26;Urbano
